web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,terms,terms-link,terms-link-href
"1594348315-79","https://www.holidayhk.com/en-hk/food-and-drink/","Corner 18 - L'hotel Causeway Bay Harbour ViewBUY 1 GET 1 FREEBuy one, get one free Chef's Inspiration Menu","https://www.holidayhk.com/en-hk/food-and-drink/food0020/","Corner 18 - L'hotel Causeway Bay Harbour View","Buy one, get one free Chef's Inspiration Menu","Original price:  HK$1,688","/media/offer/EN_Dine_20_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
Corner 18 - L'hotel Causeway Bay Harbour View
Address: 1/F, L’ Hotel Causeway Bay Harbour  View, 18 King’s Road, Causeway Bay, Hong Kong Island
Tel: +852 3553 2667 / + 852 5667 8027 (WhatsApp)

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_20_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_20_tnc.pdf"
"1594348266-55","https://www.holidayhk.com/en-hk/food-and-drink/","IPPUDO20% off Takeaway Pick-up Offer","https://www.holidayhk.com/en-hk/food-and-drink/food1139/","IPPUDO","20% off Takeaway Pick-up Offer","null","/media/offer/Dine_1139_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
IPPUDO - Causeway Bay 
Address: Shop No.1403, 14/F, Hysan Place 500 Hennessy Road, Causeway Bay, Hong Kong Island, Hong Kong 
Tel: +852 2892-2387

IPPUDO - Central 
Address: 3/F, Century Square, 1-13 D'Aguilar Street, Central, Hong Kong Island, Hong Kong 
Tel: +852 2537-1829

IPPUDO - Admiralty 
Address: Shop F04-F06, 1/F, Lab Concept, Queensway Plaza, 93 Queensway, Admiralty, Hong Kong Island, Hong Kong
Tel: +852 2527-3526

IPPUDO - Tsim Sha Tsui 
Address: Shop No. 210, Silvercord, 2nd Floor, 30 Canton Road, Tsim Sha Tsui, Kowloon, Hong Kong 
Tel: +852 2957-8893

IPPUDO – Mong Kok 
Address: Shop 5, Level 4A, Langham Place, 8 Argyle Street, Mong Kok, Kowloon, Hong Kong 
Tel: +852 3514-9380

IPPUDO - Olympic 
Address: Shop No. 106, 1/F, Olympian City 2, 18 Hoi Ting Road, West Kowloon, Kowloon, Hong Kong 
Tel: +852 2526-8900

IPPUDO - Jordan 
Address: Shop 1, G/F, Eaton Hong Kong 380 Nathan Road, Kowloon, Hong Kong 
Tel: +852 2763 1228

IPPUDO - Kowloon Bay 
Address: Shop G54A1, Telford Plaza, Kowloon Bay, Kowloon, Hong Kong 
Tel: +852 2706-9833

IPPUDO - Ma On Shan 
Address: Shop Nos. 2135-2139, L2, Ma On Shan Plaza, 608 Sai Sha Rd, Ma On Shan, New Territories, Hong Kong 
Tel: +852 2631 0068

IPPUDO - Tung Chung 
Address: Shop 603, 6th Floor, Citygate 18-20 Tat Tung Road, Tung Chung, Lantau Island, Hong Kong 
Tel: +852 2252 7908

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1139_tnc.pdf"
"1594348409-121","https://www.holidayhk.com/en-hk/food-and-drink/","Alfresco LaneFree HK$50 Dining Coupon upon HK$400 spending in F&B Outlets","https://www.holidayhk.com/en-hk/food-and-drink/food0081/","Alfresco Lane","Free HK$50 Dining Coupon upon HK$400 spending in F&B Outlets","null","/media/offer/EN_Dine_81_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
Alfresco Lane
Address: 66 & 68 Mody Road, Tsim Sha Tsui, Kowloon (MTR East Tsim Sha Tsui Station Exit P1)
Tel: +852 2721 5489","null","","Terms and conditions apply.
                        

                            Please click here for details.","null",""
"1594348500-163","https://www.holidayhk.com/en-hk/food-and-drink/","The Platter - Hotel COZi • Resort BUY 1 GET 1 FREEBuy one, get one free all beverages (excluding bottle wine)","https://www.holidayhk.com/en-hk/food-and-drink/food0072/","The Platter - Hotel COZi • Resort","Buy one, get one free all beverages (excluding bottle wine)","null","/media/offer/EN_Dine_72_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
The Platter - Hotel COZi • Resort 
Address: 2/F, Hotel COZi • Resort , 4 Kin Fung Circuit, Tuen Mun, New Territories
Tel: +852 3899 9222
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_72_tnc.pdf"
"1594348415-124","https://www.holidayhk.com/en-hk/food-and-drink/","NinoenPromotion Price of HK$8 for Grill Salmon Rice Ball","https://www.holidayhk.com/en-hk/food-and-drink/food1211/","Ninoen","Promotion Price of HK$8 for Grill Salmon Rice Ball","Original Price HK$13","/media/offer/Dine_1211_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Ninoen – Sheung Wan
Address: Shop C, G/F, Gold Shine Tower, 346-348 Queen’s Road Central, Sheung Wan, Hong Kong Island
Tel: +852 3586 0470

Ninoen – Sai Wan
Address: G/F, Shop 6, Tak Lee Building, 270-280 Queen’s Road West, Hong Kong Island
Tel: +852 3104 0884

Ninoen – Sai Wan
Address: Shop11, G/F, Whitty Building, 22-24 Whitty Street, Sai Wan, Hong Kong Island
Tel: +852 3105 2800

Ninoen – North Point
Address: Shop A1, On Ground Floor, Yee on Mansion, 8A-8D North Point Road, 55-71 Chun Yeung Street, Hong Kong Island
Tel: +852 3101 0826


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1211_tnc.pdf"
"1594348284-64","https://www.holidayhk.com/en-hk/food-and-drink/","Le Pain Quotidien (Lee Tung Avenue Branch)Complimentary coffee upon purchase of any in-house dining","https://www.holidayhk.com/en-hk/food-and-drink/food0064/","Le Pain Quotidien (Lee Tung Avenue Branch)","Complimentary coffee upon purchase of any in-house dining","null","/media/offer/EN_Dine_64_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Le Pain Quotidien (Lee Tung Avenue Branch)
Address: Shop G40-41, The Avenue, 200 Queen's Road East, Wan Chai, Hong Kong Island
Tel: +852 2520 1801
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_64_tnc.pdf"
"1594348483-155","https://www.holidayhk.com/en-hk/food-and-drink/","Gaylord Indian Restaurant25% off on total bill and complimentary glass of selected wine / mocktail for each customerQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1205/","Gaylord Indian Restaurant","25% off on total bill and complimentary glass of selected wine / mocktail for each customer","null","/media/offer/Dine_1205_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Gaylord Indian Restaurant
Address: 5/F, Prince Tower, 12A Peking Road, Tsim Sha Tsui, Kowloon
Tel: +852 2376 1001 







                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1205_tnc_R.pdf"
"1594348171-9","https://www.holidayhk.com/en-hk/food-and-drink/","Taiwan Beef NoodleBUY 1 GET 1 FREEBuy one, get one free milk tea, soy milk and soda","https://www.holidayhk.com/en-hk/food-and-drink/food0077/","Taiwan Beef Noodle","Buy one, get one free milk tea, soy milk and soda","Original price:
Milk tea - HK$39
Soy milk - HK$23
Soda - HK$26","/media/offer/EN_Dine_77_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Taiwan Beef Noodle
Address: 11/F, China Hong Kong Centre, 122-126 Canton Road, Tsim Sha Tsui, Kowloon
Tel: +852 3101 9855
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_77_tnc.pdf"
"1594348268-56","https://www.holidayhk.com/en-hk/food-and-drink/","Golden Bull Vietnamese Cuisine50% OFF50% off on designated food: Deep Fried Sole Fillet with Crispy Bone.Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1119/","Golden Bull Vietnamese Cuisine","50% off on designated food: Deep Fried Sole Fillet with Crispy Bone.","Original Price HK$268","/media/offer/Dine_1119_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Golden Bull Vietnamese Cuisine 
Address: G/F., 9 Chatham Road South, Tsim Sha Tsui, Kowloon
Tel: +852 27304866
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1119_tnc.pdf"
"1594348504-165","https://www.holidayhk.com/en-hk/food-and-drink/","sen-ryoCASH REBATEEnjoy HK$80 discount for any dine-in consumption upon HK$600 or above ( Before 10% service charge)","https://www.holidayhk.com/en-hk/food-and-drink/food1120/","sen-ryo","Enjoy HK$80 discount for any dine-in consumption upon HK$600 or above ( Before 10% service charge)","null","/media/offer/Dine_1120_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/ENHK_Shop_1120_Outlet%20Address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1120_tnc.pdf"
"1594348249-47","https://www.holidayhk.com/en-hk/food-and-drink/","Nepal Food Services LimitedPromotion Price of HK$288 for enjoy Royal Set DinnerQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1172/","Nepal Food Services Limited","Promotion Price of HK$288 for enjoy Royal Set Dinner","Original Price HK$488","/media/offer/Dine_1172_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Nepal Restaurant & Bar
G/F, 14 Staunton Street, SoHo, Central, Hong Kong Island
Tel: +852 2869 6212","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1172_tnc.pdf"
"1594348498-162","https://www.holidayhk.com/en-hk/food-and-drink/","Megan's Kitchen50% OFF50% discount on hot pot soup baseQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0002/","Megan's Kitchen","50% discount on hot pot soup base","null","/media/offer/EN_Dine_2_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Megan's Kitchen
Address: 5/F, Lucky Centre, 165-171 Wan Chai Road, Wan Chai, Hong Kong Island
Tel: +852 2866 8305
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_2_tnc.pdf"
